"price","number_of_reviews","host_total_listings_count","bedrooms","minimum_nights","accommodates","price_level"
404,4,10,2,90,5,"High"
97,31,5,2,28,5,"Medium"
23,6,2,1,31,3,"Low"
109,4,2,5,90,10,"Medium"
385,78,1,1,1,4,"High"
129,146,1,4,2,8,"Medium"
279,14,2,1,25,2,"Medium"
31,34,5,2,1,3,"Low"
33,7,6,2,31,4,"Low"
18,29,1,1,2,4,"Low"
40,61,1,1,2,2,"Low"
49,9,4,2,30,4,"Low"
60,5,1,2,2,2,"Low"
431,6,1,2,30,5,"High"
214,125,3,4,1,10,"Medium"
56,122,1,2,1,6,"Low"
92,8,4,3,30,7,"Medium"
428,72,1,1,1,3,"High"
63,5,2,2,3,4,"Low"
390,147,119,1,1,2,"High"
73,8,3,1,2,4,"Medium"
36,91,7,1,1,2,"Low"
369,53,1,1,2,3,"High"
297,18,9,1,28,2,"Medium"
80,68,3,2,2,5,"Medium"
109,69,1,2,2,6,"Medium"
159,8,3,2,5,5,"Medium"
394,46,6,1,2,2,"High"
189,13,4,1,2,4,"Medium"
383,120,7,1,1,2,"High"
333,36,9,1,1,2,"Medium"
35,5,1,1,2,4,"Low"
62,65,7,2,1,2,"Low"
63,2,2,3,30,6,"Low"
19,84,1,1,2,2,"Low"
379,5,1,2,5,6,"High"
13,4,49,1,31,2,"Low"
39,79,1,1,2,3,"Low"
16,78,1,1,2,4,"Low"
55,11,11,1,1,2,"Low"
395,10,3,2,31,4,"High"
48,50,23,1,1,4,"Low"
423,1,3,1,31,2,"High"
43,3,1,1,30,2,"Low"
24,42,220,1,2,4,"Low"
294,5,2,2,3,4,"Medium"
14,32,5,1,5,3,"Low"
50,39,6,2,2,4,"Low"
420,42,3,1,2,3,"High"
428,74,115,2,1,4,"High"
364,8,1,1,30,4,"High"
433,242,6,2,1,4,"High"
60,4,1,2,3,4,"Low"
33,34,6,2,2,4,"Low"
13,34,2,1,2,2,"Low"
57,69,1,2,2,3,"Low"
19,168,9,1,1,2,"Low"
333,3,2,1,30,2,"Medium"
342,48,6,1,2,2,"High"
353,43,6,1,3,2,"High"
308,54,6,1,3,1,"Medium"
33,3,4,1,2,2,"Low"
71,124,1,2,1,5,"Medium"
149,10,3,3,2,5,"Medium"
111,17,5,2,2,4,"Medium"
412,4,2,1,3,2,"High"
388,4,2,6,4,16,"High"
54,74,1,1,3,2,"Low"
26,76,1,1,1,4,"Low"
378,5,14,1,31,3,"High"
131,72,12,1,2,5,"Medium"
366,2,2,1,30,2,"High"
28,7,2,1,2,4,"Low"
116,2,1,2,14,6,"Medium"
378,4,4,1,30,2,"High"
154,9,1,3,3,6,"Medium"
351,12,9,1,1,2,"High"
232,75,12,3,1,6,"Medium"
55,158,12,1,1,4,"Low"
140,133,1,3,2,6,"Medium"
156,133,2,3,2,8,"Medium"
104,85,1,3,3,6,"Medium"
150,63,1,2,3,5,"Medium"
181,75,4,2,2,4,"Medium"
109,24,2,1,2,2,"Medium"
50,3,3,3,28,5,"Low"
433,3,1,1,30,4,"High"
116,10,4,2,31,4,"Medium"
151,4,3,2,2,4,"Medium"
59,7,5,3,2,10,"Low"
210,2,5,1,30,1,"Medium"
413,138,3,2,1,4,"High"
25,8,1,1,2,4,"Low"
412,259,6,1,1,2,"High"
431,27,1,1,2,2,"High"
104,28,9,2,1,6,"Medium"
412,8,1,2,30,4,"High"
267,18,1,1,2,4,"Medium"
145,116,3,3,1,6,"Medium"
375,13,3,1,1,2,"High"
28,26,2,1,1,2,"Low"
312,2,7,1,30,1,"Medium"
403,208,1,1,1,2,"High"
40,9,3,1,31,2,"Low"
72,104,3,2,2,5,"Medium"
428,7,1,1,30,2,"High"
433,34,11,1,1,2,"High"
29,98,1,1,2,4,"Low"
83,50,2,2,5,4,"Medium"
21,171,9,1,1,2,"Low"
428,49,1,1,1,4,"High"
43,2,1,3,30,4,"Low"
253,107,1,5,2,12,"Medium"
56,48,1,1,2,3,"Low"
112,93,1,1,1,4,"Medium"
357,80,3,1,2,2,"High"
106,40,4,2,2,6,"Medium"
37,103,1,2,2,4,"Low"
45,73,2,1,2,3,"Low"
72,56,8,2,1,5,"Medium"
185,26,220,4,3,8,"Medium"
104,4,1,3,30,5,"Medium"
98,20,1,2,2,5,"Medium"
92,67,49,2,1,5,"Medium"
418,41,12,7,1,14,"High"
310,12,12,4,1,9,"Medium"
129,46,1,2,2,5,"Medium"
85,137,1,1,1,2,"Medium"
36,4,3,2,30,4,"Low"
63,11,1,2,2,5,"Low"
89,36,10,2,2,5,"Medium"
6,6,1,4,1,10,"Low"
19,13,2,2,2,4,"Low"
136,74,12,1,2,5,"Medium"
284,1,3,2,2,4,"Medium"
55,35,1,1,2,2,"Low"
417,10,3,1,5,3,"High"
395,30,1,1,2,2,"High"
414,25,2,1,2,2,"High"
353,7,1,2,30,4,"High"
124,45,1,2,2,5,"Medium"
100,30,3,1,2,4,"Medium"
75,178,1,1,1,2,"Medium"
63,4,2,2,3,4,"Low"
338,122,7,1,1,1,"High"
312,78,7,1,30,1,"Medium"
247,35,2,2,4,5,"Medium"
430,73,1,1,2,2,"High"
63,1,1,1,30,4,"Low"
360,3,16,4,4,8,"High"
423,108,1,1,2,4,"High"
76,69,3,2,1,4,"Medium"
48,44,1,2,3,5,"Low"
413,74,2,1,1,4,"High"
38,155,1,2,1,5,"Low"
425,15,1,1,1,2,"High"
13,21,1,1,2,2,"Low"
422,48,1,1,2,2,"High"
263,98,2,4,1,12,"Medium"
429,8,1,1,3,3,"High"
365,59,4,8,1,16,"High"
63,5,49,4,31,6,"Low"
15,4,10,2,30,4,"Low"
38,8,1,3,30,6,"Low"
78,47,1,3,2,6,"Medium"
125,86,1,2,2,6,"Medium"
62,88,2,3,2,5,"Low"
409,1,6,2,60,2,"High"
408,129,8,1,1,2,"High"
31,77,49,2,1,3,"Low"
44,3,2,1,30,4,"Low"
47,225,13,1,1,2,"Low"
47,21,13,1,1,2,"Low"
308,4,13,1,1,1,"Medium"
308,26,13,1,1,1,"Medium"
308,82,13,1,1,1,"Medium"
279,13,13,1,1,1,"Medium"
279,6,13,1,1,1,"Medium"
279,127,13,1,1,1,"Medium"
279,17,13,1,1,1,"Medium"
72,74,1,1,2,4,"Medium"
129,32,3,1,2,4,"Medium"
47,46,13,1,1,2,"Low"
47,6,13,1,1,2,"Low"
191,80,11,2,2,5,"Medium"
403,81,3,1,1,4,"High"
161,29,1,2,2,5,"Medium"
41,23,1,2,30,4,"Low"
29,88,1,1,2,4,"Low"
423,50,1,2,1,5,"High"
357,5,10,1,1,2,"High"
240,16,220,4,2,10,"Medium"
413,37,1,1,2,4,"High"
101,98,7,2,1,4,"Medium"
140,45,2,3,2,6,"Medium"
384,2,16,1,30,2,"High"
421,86,3,1,1,2,"High"
65,59,5,1,2,2,"Medium"
357,3,3,1,30,3,"High"
417,85,1,1,1,2,"High"
429,3,1,1,2,2,"High"
364,2,2,1,30,2,"High"
92,13,1,2,2,5,"Medium"
83,74,3,3,2,6,"Medium"
79,36,1,1,2,3,"Medium"
59,39,5,1,2,2,"Low"
111,108,1,1,2,3,"Medium"
412,6,2,2,30,6,"High"
135,12,2,1,4,4,"Medium"
412,1,3,2,30,2,"High"
272,1,5,1,30,2,"Medium"
413,102,3,2,1,4,"High"
38,2,2,1,90,2,"Low"
27,56,2,1,1,3,"Low"
199,167,4,1,1,6,"Medium"
62,61,1,2,2,5,"Low"
32,2,14,2,31,4,"Low"
156,5,1,2,1,6,"Medium"
20,122,9,1,1,2,"Low"
108,11,1,2,3,5,"Medium"
68,71,4,2,2,6,"Medium"
198,41,18,2,2,5,"Medium"
211,5,2,4,3,6,"Medium"
34,79,5,2,2,4,"Low"
23,3,2,3,31,5,"Low"
43,139,7,1,2,2,"Low"
41,16,2,2,3,4,"Low"
161,19,3,2,30,4,"Medium"
378,42,1,1,1,2,"High"
381,41,1,1,2,2,"High"
417,174,1,1,1,4,"High"
420,155,1,2,1,5,"High"
131,7,2,2,2,6,"Medium"
71,27,7,2,2,4,"Medium"
67,9,1,2,4,4,"Medium"
51,27,220,1,3,2,"Low"
93,9,1,1,3,4,"Medium"
44,59,4,2,2,4,"Low"
62,5,36,1,1,2,"Low"
43,6,2,2,30,4,"Low"
38,51,3,1,2,2,"Low"
62,3,36,1,1,2,"Low"
113,56,2,1,1,3,"Medium"
62,50,1,2,1,4,"Low"
402,4,1,1,30,2,"High"
390,65,2,1,1,2,"High"
140,55,4,3,2,9,"Medium"
13,39,4,1,2,3,"Low"
154,45,1,4,2,4,"Medium"
63,4,2,3,31,5,"Low"
88,140,9,2,1,6,"Medium"
98,5,2,2,6,4,"Medium"
428,48,1,1,1,3,"High"
162,6,1,2,3,6,"Medium"
21,9,2,1,2,2,"Low"
112,54,2,2,4,5,"Medium"
288,41,6,4,2,10,"Medium"
42,4,3,1,1,4,"Low"
387,13,2,1,3,3,"High"
86,34,1,1,10,2,"Medium"
50,149,2,2,1,4,"Low"
43,10,3,1,30,4,"Low"
361,81,3,1,2,2,"High"
86,55,2,2,2,5,"Medium"
27,23,220,1,2,2,"Low"
50,44,1,1,2,2,"Low"
27,58,1,1,2,4,"Low"
38,42,3,1,2,2,"Low"
44,61,2,1,2,2,"Low"
40,95,2,1,1,3,"Low"
17,123,12,1,1,3,"Low"
231,33,49,2,1,4,"Medium"
78,24,2,3,1,6,"Medium"
259,40,1,4,2,9,"Medium"
395,8,2,1,28,2,"High"
358,25,1,5,2,10,"High"
63,3,49,2,30,4,"Low"
33,55,2,1,1,4,"Low"
113,20,1,2,2,5,"Medium"
408,47,1,1,2,4,"High"
339,48,2,4,2,10,"High"
431,54,1,1,2,4,"High"
102,18,4,1,3,2,"Medium"
120,43,4,2,1,4,"Medium"
158,41,23,2,1,4,"Medium"
109,37,2,2,2,5,"Medium"
409,18,1,1,2,2,"High"
66,68,117,2,2,6,"Medium"
385,23,10,1,3,2,"High"
378,47,4,1,2,2,"High"
27,113,97,2,1,6,"Low"
420,2,9,2,30,3,"High"
19,4,8,1,30,4,"Low"
95,2,17,2,30,5,"Medium"
140,12,1,2,2,4,"Medium"
355,142,2,1,1,2,"High"
395,4,9,1,30,3,"High"
421,3,5,3,31,5,"High"
406,51,3,1,2,2,"High"
142,62,12,1,2,4,"Medium"
131,17,1,1,3,4,"Medium"
35,36,9,1,2,2,"Low"
187,8,220,3,2,7,"Medium"
42,28,1,1,2,3,"Low"
428,23,2,2,1,6,"High"
278,36,2,3,2,7,"Medium"
48,60,1,1,2,2,"Low"
43,31,2,1,2,4,"Low"
137,4,8,4,30,6,"Medium"
134,33,3,1,3,2,"Medium"
38,4,7,1,30,2,"Low"
373,37,2,1,2,2,"High"
63,30,2,1,2,2,"Low"
428,28,2,1,2,4,"High"
417,73,1,1,2,2,"High"
267,2,1,5,30,10,"Medium"
36,157,7,1,1,2,"Low"
38,115,7,1,1,2,"Low"
36,79,8,1,1,2,"Low"
52,9,7,1,3,2,"Low"
373,92,2,1,1,3,"High"
406,43,1,1,1,2,"High"
63,15,4,2,2,5,"Low"
107,32,2,1,2,4,"Medium"
33,16,2,1,3,2,"Low"
69,5,8,1,30,3,"Medium"
329,1,3,1,30,2,"Medium"
53,10,1,1,2,2,"Low"
16,70,5,1,1,2,"Low"
75,1,6,4,31,8,"Medium"
401,83,1,1,1,3,"High"
110,34,1,1,2,4,"Medium"
420,6,1,1,30,2,"High"
361,24,2,1,3,2,"High"
90,2,1,2,5,8,"Medium"
312,4,6,1,31,1,"Medium"
15,8,4,1,4,4,"Low"
69,3,4,1,4,2,"Medium"
48,49,1,2,3,5,"Low"
420,31,3,1,1,2,"High"
53,1,1,2,1,3,"Low"
182,16,1,3,2,6,"Medium"
83,54,17,1,1,4,"Medium"
420,4,1,1,30,4,"High"
265,30,4,3,1,5,"Medium"
395,18,1,1,1,2,"High"
39,49,1,2,2,4,"Low"
401,4,1,1,30,2,"High"
30,55,1,1,1,4,"Low"
96,64,1,2,28,4,"Medium"
49,1,1,1,4,4,"Low"
165,4,1,3,2,7,"Medium"
62,29,1,1,2,4,"Low"
410,19,2,1,1,2,"High"
20,22,2,1,4,4,"Low"
48,4,4,2,31,4,"Low"
45,9,1,1,2,3,"Low"
49,83,2,1,1,2,"Low"
154,26,1459,2,3,5,"Medium"
391,108,1,1,2,2,"High"
406,1,4,1,14,2,"High"
366,26,5,1,1,3,"High"
414,70,1,1,3,2,"High"
425,24,1,1,1,2,"High"
425,62,1,1,2,2,"High"
428,20,1,1,5,2,"High"
40,74,3,2,1,5,"Low"
287,104,2,1,1,2,"Medium"
43,12,1,2,2,4,"Low"
252,100,3,4,2,8,"Medium"
125,88,3,4,2,8,"Medium"
427,24,3,8,2,16,"High"
243,5,3,4,30,9,"Medium"
415,24,2,2,2,4,"High"
239,15,1,1,30,3,"Medium"
410,4,14,2,31,3,"High"
104,3,3,3,30,6,"Medium"
392,56,1,1,2,2,"High"
62,6,3,3,7,9,"Low"
415,78,1,1,1,4,"High"
33,3,1,2,31,4,"Low"
412,11,1,1,3,2,"High"
60,55,1,1,1,4,"Low"
29,47,1,1,2,3,"Low"
46,91,3,1,3,4,"Low"
211,4,2,2,3,4,"Medium"
413,11,3,1,2,4,"High"
150,41,10,2,2,6,"Medium"
391,54,119,1,1,5,"High"
261,20,2,3,3,6,"Medium"
312,116,1,1,1,2,"Medium"
28,2,2,2,30,4,"Low"
342,11,1,1,1,2,"High"
36,39,3,3,2,6,"Low"
53,26,2,2,1,4,"Low"
33,36,4,1,2,2,"Low"
13,69,5,1,1,4,"Low"
20,126,12,1,1,2,"Low"
72,143,2,2,1,4,"Medium"
284,68,2,5,2,10,"Medium"
412,2,49,1,30,3,"High"
433,106,1,1,1,2,"High"
314,64,2,6,1,12,"Medium"
88,84,1,1,1,4,"Medium"
33,12,4,2,2,4,"Low"
404,2,1896,1,30,2,"High"
404,2,1896,1,30,2,"High"
35,2,1896,2,30,4,"Low"
23,3,1,1,1,3,"Low"
73,2,1,2,4,5,"Medium"
43,6,3,2,31,4,"Low"
15,162,5,1,1,4,"Low"
93,15,3,1,5,4,"Medium"
422,19,1,1,2,2,"High"
26,9,5,2,2,6,"Low"
14,34,1,1,2,2,"Low"
414,67,3,1,2,5,"High"
81,7,220,1,1,4,"Medium"
81,5,220,1,1,3,"Medium"
104,4,220,1,1,2,"Medium"
81,5,220,1,1,3,"Medium"
81,4,220,1,1,4,"Medium"
81,6,220,1,1,3,"Medium"
104,7,220,1,1,3,"Medium"
81,10,220,1,1,2,"Medium"
81,6,220,1,1,2,"Medium"
126,13,220,1,1,5,"Medium"
72,15,1,2,2,4,"Medium"
81,2,220,1,1,2,"Medium"
284,12,2,4,3,8,"Medium"
35,2,7,2,30,4,"Low"
24,2,1896,1,30,2,"Low"
38,4,1896,2,30,4,"Low"
84,41,1,1,2,4,"Medium"
83,1,1,2,30,4,"Medium"
16,30,2,1,2,4,"Low"
31,64,2,2,1,4,"Low"
268,16,3,6,2,12,"Medium"
48,21,2,2,2,6,"Low"
169,33,1,1,1,2,"Medium"
90,34,1,2,1,6,"Medium"
145,1,3,3,31,5,"Medium"
364,1,10,1,1,2,"High"
42,49,1,1,3,2,"Low"
45,1,3,2,30,4,"Low"
78,56,5,2,1,5,"Medium"
23,12,2,1,2,3,"Low"
428,1,2,1,30,2,"High"
104,3,1,4,31,8,"Medium"
93,5,1,2,3,3,"Medium"
398,5,2,1,30,2,"High"
61,60,3,1,2,4,"Low"
140,39,2,1,2,4,"Medium"
38,23,1,1,2,3,"Low"
13,10,1,1,2,4,"Low"
433,41,2,1,3,2,"High"
294,68,1,3,2,8,"Medium"
109,4,2,2,3,5,"Medium"
16,1,1,2,2,4,"Low"
22,1,2,2,1,4,"Low"
35,8,3,1,3,2,"Low"
189,35,49,2,1,6,"Medium"
117,24,140,1,30,2,"Medium"
197,40,2,2,2,4,"Medium"
385,1,1896,2,30,4,"High"
21,13,1,1,1,4,"Low"
375,24,3,1,1,1,"High"
402,2,1896,1,30,2,"High"
391,3,1,1,1,2,"High"
63,14,1,1,2,4,"Low"
398,2,1896,1,30,2,"High"
431,49,1,1,2,2,"High"
428,2,1,3,30,5,"High"
23,42,1,1,1,4,"Low"
165,1,7,1,1,3,"Medium"
428,4,4,1,1,3,"High"
82,25,2,2,2,4,"Medium"
13,2,3,2,1,5,"Low"
387,8,1,1,2,1,"High"
109,9,2,1,3,3,"Medium"
85,24,220,2,3,4,"Medium"
403,3,2,1,30,2,"High"
415,4,20,1,1,1,"High"
394,3,1896,1,30,2,"High"
27,56,1,1,1,6,"Low"
423,110,2,2,1,5,"High"
63,1,1,2,2,3,"Low"
421,36,4,1,1,2,"High"
13,19,2,1,2,2,"Low"
412,25,1,1,2,2,"High"
13,3,2,1,2,3,"Low"
109,25,1,1,2,3,"Medium"
31,32,49,2,1,4,"Low"
428,17,1,1,1,2,"High"
38,1,1,2,31,3,"Low"
329,2,4,1,1,2,"Medium"
95,25,1,2,2,4,"Medium"
32,27,1,2,2,5,"Low"
84,25,3,2,2,6,"Medium"
143,48,4,3,1,7,"Medium"
157,7,722,2,2,6,"Medium"
13,7,1,1,1,4,"Low"
13,1,7,2,31,3,"Low"
33,7,1,1,30,4,"Low"
420,16,1,1,2,3,"High"
394,16,1,1,3,2,"High"
93,2,864,1,30,2,"Medium"
161,9,95,1,1,3,"Medium"
101,12,95,1,1,3,"Medium"
94,12,95,1,1,3,"Medium"
121,10,95,1,1,3,"Medium"
31,39,3,1,2,4,"Low"
59,38,2,2,3,3,"Low"
315,6,722,3,2,6,"Medium"
81,16,1,2,3,6,"Medium"
98,100,1,3,2,6,"Medium"
425,38,2,1,3,2,"High"
413,78,119,1,1,4,"High"
28,6,1,2,3,4,"Low"
26,47,6,1,1,4,"Low"
22,20,30,2,2,4,"Low"
421,37,5,1,1,4,"High"
13,40,1,1,3,2,"Low"
43,53,3,2,2,4,"Low"
39,7,3,2,30,4,"Low"
433,3,14,1,30,2,"High"
93,2,864,1,30,2,"Medium"
26,25,2,1,3,2,"Low"
404,7,1,2,2,5,"High"
38,10,1,2,3,6,"Low"
333,41,2,1,1,1,"Medium"
130,52,1,3,2,6,"Medium"
91,36,3,2,4,5,"Medium"
97,16,2,2,2,5,"Medium"
287,1,1,2,30,2,"Medium"
384,166,1,1,1,2,"High"
33,18,6,1,1,2,"Low"
27,54,6,2,1,4,"Low"
24,12,1,2,1,4,"Low"
46,36,1,1,2,3,"Low"
305,32,1,1,1,2,"Medium"
65,7,722,2,2,6,"Medium"
404,1,3,1,30,1,"High"
22,62,119,1,1,4,"Low"
93,2,1,3,30,6,"Medium"
404,30,1,1,2,3,"High"
17,37,4,1,3,3,"Low"
412,21,1,1,2,2,"High"
79,8,1,2,3,3,"Medium"
428,48,1,1,2,3,"High"
117,1,140,1,30,2,"Medium"
82,61,20,2,2,5,"Medium"
16,5,23,1,2,2,"Low"
433,2,3,1,30,2,"High"
285,2,1,3,30,6,"Medium"
234,2,7013,2,1,4,"Medium"
77,29,7013,1,2,2,"Medium"
77,5,7013,1,2,2,"Medium"
105,2,7013,1,2,2,"Medium"
45,8,3,2,2,5,"Low"
170,29,1,2,2,4,"Medium"
22,28,1,1,3,2,"Low"
415,18,2,1,2,3,"High"
33,3,3,4,30,5,"Low"
413,26,1,1,2,4,"High"
333,19,8,1,2,2,"Medium"
420,23,2,1,2,2,"High"
387,5,3,1,30,2,"High"
73,8,3,2,2,5,"Medium"
412,19,1,1,1,3,"High"
111,50,2,1,2,4,"Medium"
13,23,1,2,1,4,"Low"
250,22,1,3,3,8,"Medium"
45,35,2,1,2,2,"Low"
211,23,6,3,2,6,"Medium"
24,3,1,1,30,4,"Low"
287,1,2,1,30,2,"Medium"
412,32,1,1,2,4,"High"
51,38,2,3,1,5,"Low"
305,3,1,1,31,2,"Medium"
14,27,1,1,2,2,"Low"
50,25,1,1,2,4,"Low"
93,28,1,2,2,4,"Medium"
58,4,2,2,3,4,"Low"
403,1,2,1,58,1,"High"
18,36,1,1,2,3,"Low"
425,53,4,1,1,4,"High"
172,12,1,2,3,5,"Medium"
26,37,3,2,2,5,"Low"
413,32,1,1,1,2,"High"
71,40,3,2,1,6,"Medium"
108,67,2,3,1,6,"Medium"
217,8,7,3,2,8,"Medium"
42,3,11,2,2,2,"Low"
171,33,3,2,2,5,"Medium"
23,28,1,2,1,4,"Low"
181,26,2,3,30,8,"Medium"
81,1,220,1,1,2,"Medium"
48,11,1459,2,2,6,"Low"
406,8,8,1,7,2,"High"
63,10,1,2,2,5,"Low"
63,1,3,3,30,6,"Low"
21,12,3,1,2,2,"Low"
149,17,20,4,1,9,"Medium"
30,36,1,1,1,4,"Low"
80,54,2,2,2,4,"Medium"
42,13,3,1,30,2,"Low"
44,18,1,2,2,4,"Low"
43,1,4,2,7,4,"Low"
110,15,108,2,1,5,"Medium"
18,10,10,2,2,6,"Low"
395,1,5,1,5,2,"High"
387,42,3,2,2,4,"High"
396,1,7013,3,1,12,"High"
139,1,7013,1,1,2,"Medium"
165,2,7013,1,1,4,"Medium"
429,31,117,2,2,5,"High"
140,3,11,3,30,7,"Medium"
414,61,1,1,2,2,"High"
35,3,1,2,2,4,"Low"
43,24,2,1,4,2,"Low"
28,1,2,2,30,4,"Low"
428,19,1,2,2,3,"High"
291,2,95,1,1,3,"Medium"
281,2,95,1,14,3,"Medium"
260,2,95,1,1,3,"Medium"
13,1,2,2,30,4,"Low"
53,4,2,2,2,5,"Low"
88,38,1,2,2,5,"Medium"
385,4,1,1,31,3,"High"
23,27,1,1,2,2,"Low"
33,12,1,1,2,2,"Low"
428,51,1,1,1,3,"High"
22,1,3,2,30,4,"Low"
58,2,1,3,30,6,"Low"
366,31,1,1,1,2,"High"
404,17,1,1,2,3,"High"
23,57,8,1,1,2,"Low"
58,1,49,3,31,5,"Low"
88,12,1,2,1,4,"Medium"
110,23,1,2,2,5,"Medium"
75,15,1,2,2,6,"Medium"
38,25,2,1,2,2,"Low"
425,29,1,2,2,4,"High"
43,32,4,1,2,4,"Low"
23,1,49,1,31,2,"Low"
28,1,49,1,31,2,"Low"
406,7,8,2,3,6,"High"
62,47,3,2,2,5,"Low"
41,3,4,1,1,2,"Low"
58,15,220,1,3,2,"Low"
195,43,3,3,2,7,"Medium"
366,74,1,1,1,2,"High"
13,6,6,1,2,2,"Low"
55,11,1,2,2,6,"Low"
415,2,2,1,30,3,"High"
383,41,1,1,1,2,"High"
384,75,2,1,1,2,"High"
122,31,3,2,2,4,"Medium"
412,2,2,1,30,2,"High"
93,2,2,3,30,7,"Medium"
33,3,4,3,30,6,"Low"
425,3,11,1,30,2,"High"
63,27,2,2,3,4,"Low"
423,35,2,2,1,5,"High"
35,5,1,2,7,4,"Low"
420,1,3,2,30,4,"High"
428,1,3,3,30,4,"High"
333,19,2,1,3,2,"Medium"
104,21,7,2,1,5,"Medium"
420,3,1,2,30,4,"High"
63,23,1,2,3,4,"Low"
325,6,220,6,3,14,"Medium"
135,3,140,2,30,3,"Medium"
391,26,22,1,2,2,"High"
297,2,1,1,30,2,"Medium"
67,50,3,2,2,4,"Medium"
132,21,12,1,2,5,"Medium"
32,71,4,2,1,5,"Low"
431,18,6,1,2,4,"High"
59,31,49,2,1,4,"Low"
415,28,1,1,2,4,"High"
295,21,2,5,2,10,"Medium"
394,55,1,1,1,2,"High"
402,9,2,1,2,4,"High"
170,51,16,3,1,6,"Medium"
404,5,1,1,2,2,"High"
58,14,1,1,2,3,"Low"
59,20,1,1,2,2,"Low"
73,16,3,2,3,4,"Medium"
58,4,49,2,1,4,"Low"
140,1,49,3,31,5,"Medium"
248,4,5,2,3,4,"Medium"
204,6,5,2,3,4,"Medium"
116,40,1,2,1,6,"Medium"
48,22,1,1,3,2,"Low"
18,24,20,1,1,2,"Low"
301,29,4,4,2,7,"Medium"
154,7,12,1,2,4,"Medium"
34,11,2,1,2,4,"Low"
420,2,2,2,30,3,"High"
404,28,1,1,1,2,"High"
76,23,1,2,30,4,"Medium"
313,8,6,5,2,10,"Medium"
31,22,1,1,2,2,"Low"
52,11,2,1,30,2,"Low"
312,74,2,1,1,2,"Medium"
26,1,14,2,31,4,"Low"
73,25,2,1,1,3,"Medium"
384,3,4,1,30,2,"High"
433,2,117,4,30,10,"High"
40,15,1,2,2,4,"Low"
67,38,2,2,2,5,"Medium"
116,2,2,2,2,4,"Medium"
433,1,1,1,30,2,"High"
79,3,1,3,2,8,"Medium"
404,34,1,1,2,4,"High"
357,68,2,1,1,2,"High"
92,41,2,3,1,8,"Medium"
33,1,4,1,30,2,"Low"
422,17,1,1,2,3,"High"
34,1,1,1,3,2,"Low"
403,32,1,1,1,4,"High"
28,1,2,2,30,4,"Low"
43,1,2,2,30,4,"Low"
37,31,3,2,1,4,"Low"
17,61,1,1,1,2,"Low"
410,8,1,1,2,4,"High"
57,31,10,2,1,5,"Low"
272,5,8,1,31,1,"Medium"
408,24,119,2,1,5,"High"
288,12,1,4,4,8,"Medium"
43,1,2,2,30,4,"Low"
37,37,1,1,2,2,"Low"
21,26,1,1,2,2,"Low"
347,2,5,5,2,10,"High"
265,24,1,4,2,12,"Medium"
50,48,2,2,2,5,"Low"
172,23,2,3,2,6,"Medium"
83,44,1,3,2,6,"Medium"
35,1,2,2,2,6,"Low"
100,6,4,3,2,6,"Medium"
421,20,2,1,3,4,"High"
38,2,3,2,30,5,"Low"
250,5,2,2,5,6,"Medium"
19,28,2,1,3,2,"Low"
421,22,2,1,1,2,"High"
412,5,1,1,1,2,"High"
53,1,1,2,3,4,"Low"
13,20,1,1,2,3,"Low"
210,1,5,1,31,1,"Medium"
88,5,1,1,7,2,"Medium"
251,24,4,5,3,10,"Medium"
184,1,5,1,31,1,"Medium"
431,28,1,1,2,2,"High"
88,30,95,1,1,2,"Medium"
71,58,4,2,1,4,"Medium"
140,6,1,2,2,4,"Medium"
27,25,1,1,2,4,"Low"
391,43,1,1,2,4,"High"
64,27,3,1,2,3,"Medium"
179,2,4,3,30,6,"Medium"
15,17,2,2,2,4,"Low"
403,4,3,1,30,4,"High"
41,56,9,1,1,2,"Low"
36,64,9,1,1,2,"Low"
55,58,9,1,1,2,"Low"
406,38,2,1,1,2,"High"
153,36,9,3,1,5,"Medium"
236,43,9,3,1,8,"Medium"
413,32,119,1,1,4,"High"
23,2,49,1,31,2,"Low"
391,2,9,1,30,1,"High"
224,40,9,3,1,8,"Medium"
221,48,9,3,1,8,"Medium"
27,44,3,2,1,6,"Low"
385,75,5,1,1,3,"High"
112,5,140,1,30,2,"Medium"
33,21,3,2,1,4,"Low"
246,18,3,4,1,10,"Medium"
14,9,8,1,3,2,"Low"
292,37,1,1,1,1,"Medium"
71,3,1,1,2,5,"Medium"
425,1,2,2,30,4,"High"
387,2,2,2,31,6,"High"
33,20,2,3,2,8,"Low"
24,11,1,1,4,4,"Low"
185,39,9,3,1,6,"Medium"
73,5,3,1,2,2,"Medium"
127,13,3,2,2,6,"Medium"
429,14,1,1,2,2,"High"
113,9,8,2,28,4,"Medium"
68,12,1,2,4,4,"Medium"
415,28,1,2,1,6,"High"
87,28,4,3,2,9,"Medium"
433,9,2,1,2,2,"High"
102,11,3,3,2,4,"Medium"
86,14,2,2,3,4,"Medium"
26,3,2,1,30,2,"Low"
33,16,1,1,1,4,"Low"
58,20,49,2,1,5,"Low"
423,10,2,1,2,2,"High"
56,53,2,2,1,4,"Low"
13,3,9,2,30,3,"Low"
63,1,2,2,2,3,"Low"
250,16,2,5,3,12,"Medium"
35,27,1,1,2,2,"Low"
68,23,3,2,25,5,"Medium"
109,7,23,2,2,3,"Medium"
56,15,10,2,1,5,"Low"
48,5,3,2,2,4,"Low"
402,20,3,1,2,2,"High"
92,13,2,2,2,5,"Medium"
430,26,1,1,2,2,"High"
32,7,2,1,3,2,"Low"
